site,asin,name,price,price_raw,stock,rating,review_count,url,category,scraped_at
amazon,B0F1CZG79C,【毎日が特別になる髪へ】bonparme ボンパルム ボン リペア シャンプー トリートメント セット (ボトル) 転売防止No付き うねりケア くせ毛対策 ダメージコントロール 枝毛ケア 毛穴ピーリング 頭皮臭対策,3040.0,"￥3,040",在庫あり。在庫状況について,5.0,673.0,https://www.amazon.co.jp/%E3%80%90%E6%AF%8E%E6%97%A5%E3%81%8C%E7%89%B9%E5%88%A5%E3%81%AB%E3%81%AA%E3%82%8B%E9%AB%AA%E3%81%B8%E3%80%91bonparme-%E3%83%9C%E3%83%B3%E3%83%91%E3%83%AB%E3%83%A0-%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88-%E8%BB%A2%E5%A3%B2%E9%98%B2%E6%AD%A2No%E4%BB%98%E3%81%8D/dp/B0F1CZG79C/ref=sr_1_5?dib=eyJ2IjoiMSJ9.J9qz2wG1fI95B_fwkgXhTEAvFRC-KdpfqOZXoUNN2KIWIkjtvxh82Xs73SypST0rBhfbLFUboqvP211rd9V6qW4ECip9bKP-8H9ORTbf4WHXd6E47PZEADDFXytN2U40GovQm8LjuW4gyhysvz3iJUzfY2M6U6BDXtLY_H6uxuQC8hJCqWXfIYvZCqsz9c6zNTAKsjzMnpKVIIhOVNkGhT0IDp1W3KyO4F1GSDhRgXiD0oQemHFCeRnYDok8U1WknGnPArWxXks3X1XEOmKLFizU-VxKSN1SnFNAGo5J9Xk.amteZnACE5F_OqKj3CKypvM88_-41XSxp5_guvLnvdA&dib_tag=se&keywords=%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC&qid=1773736554&rdc=1&sr=8-5,シャンプー,2026-03-17 17:36:06.543143
amazon,B0F1CZG79C,【毎日が特別になる髪へ】bonparme ボンパルム ボン リペア シャンプー トリートメント セット (ボトル) 転売防止No付き うねりケア くせ毛対策 ダメージコントロール 枝毛ケア 毛穴ピーリング 頭皮臭対策,3040.0,"￥3,040",在庫あり。在庫状況について,5.0,673.0,https://www.amazon.co.jp/%E3%80%90%E6%AF%8E%E6%97%A5%E3%81%8C%E7%89%B9%E5%88%A5%E3%81%AB%E3%81%AA%E3%82%8B%E9%AB%AA%E3%81%B8%E3%80%91bonparme-%E3%83%9C%E3%83%B3%E3%83%91%E3%83%AB%E3%83%A0-%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88-%E8%BB%A2%E5%A3%B2%E9%98%B2%E6%AD%A2No%E4%BB%98%E3%81%8D/dp/B0F1CZG79C/ref=sr_1_5?dib=eyJ2IjoiMSJ9.J9qz2wG1fI95B_fwkgXhTEAvFRC-KdpfqOZXoUNN2KIWIkjtvxh82Xs73SypST0rBhfbLFUboqvP211rd9V6qW4ECip9bKP-8H9ORTbf4WHXd6E47PZEADDFXytN2U40GovQm8LjuW4gyhysvz3iJUzfY2M6U6BDXtLY_H6uxuQC8hJCqWXfIYvZCqsz9c6zNTAKsjzMnpKVIIhOVNkGhT0IDp1W3KyO4F1GSDhRgXiD0oQemHFCeRnYDok8U1WknGnPArWxXks3X1XEOmKLFizU-VxKSN1SnFNAGo5J9Xk.amteZnACE5F_OqKj3CKypvM88_-41XSxp5_guvLnvdA&dib_tag=se&keywords=%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC&qid=1773736554&rdc=1&sr=8-5#customerReviews,シャンプー,2026-03-17 17:36:10.430677
amazon,B0DMZLCM8K,THERATIS (セラティス) テラ プレミアム EX ナイト モイスト シャンプー トリートメント ペアセット | シャンプー・コンディショナーセット,2777.0,"￥2,777",在庫あり。在庫状況について,5.0,1239.0,https://www.amazon.co.jp/THERATIS-%E3%82%BB%E3%83%A9%E3%83%86%E3%82%A3%E3%82%B9-%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88-%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC%E3%83%BB%E3%82%B3%E3%83%B3%E3%83%87%E3%82%A3%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%BC%E3%82%BB%E3%83%83%E3%83%88/dp/B0DMZLCM8K/ref=sr_1_6?dib=eyJ2IjoiMSJ9.J9qz2wG1fI95B_fwkgXhTEAvFRC-KdpfqOZXoUNN2KIWIkjtvxh82Xs73SypST0rBhfbLFUboqvP211rd9V6qW4ECip9bKP-8H9ORTbf4WHXd6E47PZEADDFXytN2U40GovQm8LjuW4gyhysvz3iJUzfY2M6U6BDXtLY_H6uxuQC8hJCqWXfIYvZCqsz9c6zNTAKsjzMnpKVIIhOVNkGhT0IDp1W3KyO4F1GSDhRgXiD0oQemHFCeRnYDok8U1WknGnPArWxXks3X1XEOmKLFizU-VxKSN1SnFNAGo5J9Xk.amteZnACE5F_OqKj3CKypvM88_-41XSxp5_guvLnvdA&dib_tag=se&keywords=%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC&qid=1773736554&sr=8-6,シャンプー,2026-03-17 17:36:14.706448
amazon,B0DMZLCM8K,THERATIS (セラティス) テラ プレミアム EX ナイト モイスト シャンプー トリートメント ペアセット | シャンプー・コンディショナーセット,2777.0,"￥2,777",在庫あり。在庫状況について,5.0,1239.0,https://www.amazon.co.jp/THERATIS-%E3%82%BB%E3%83%A9%E3%83%86%E3%82%A3%E3%82%B9-%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88%E3%83%A1%E3%83%B3%E3%83%88-%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC%E3%83%BB%E3%82%B3%E3%83%B3%E3%83%87%E3%82%A3%E3%82%B7%E3%83%A7%E3%83%8A%E3%83%BC%E3%82%BB%E3%83%83%E3%83%88/dp/B0DMZLCM8K/ref=sr_1_6?dib=eyJ2IjoiMSJ9.J9qz2wG1fI95B_fwkgXhTEAvFRC-KdpfqOZXoUNN2KIWIkjtvxh82Xs73SypST0rBhfbLFUboqvP211rd9V6qW4ECip9bKP-8H9ORTbf4WHXd6E47PZEADDFXytN2U40GovQm8LjuW4gyhysvz3iJUzfY2M6U6BDXtLY_H6uxuQC8hJCqWXfIYvZCqsz9c6zNTAKsjzMnpKVIIhOVNkGhT0IDp1W3KyO4F1GSDhRgXiD0oQemHFCeRnYDok8U1WknGnPArWxXks3X1XEOmKLFizU-VxKSN1SnFNAGo5J9Xk.amteZnACE5F_OqKj3CKypvM88_-41XSxp5_guvLnvdA&dib_tag=se&keywords=%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC&qid=1773736554&sr=8-6#customerReviews,シャンプー,2026-03-17 17:36:18.572976
amazon,B089WSBTYD,Dove (ダヴ) シャンプー 大容量 詰め替え 2kg モイスチャーケア 【Amazon.co.jp限定】,1463.0,"￥1,463",在庫あり。在庫状況について,5.0,5308.0,https://www.amazon.co.jp/%E3%80%90Amazon-co-jp%E9%99%90%E5%AE%9A%E3%80%91-Dove-%E3%83%80%E3%83%B4-%E3%80%90%E5%A4%A7%E5%AE%B9%E9%87%8F%E3%80%91%E3%83%A2%E3%82%A4%E3%82%B9%E3%83%81%E3%83%A3%E3%83%BC%E3%82%B1%E3%82%A2-%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC/dp/B089WSBTYD/ref=sr_1_7?dib=eyJ2IjoiMSJ9.J9qz2wG1fI95B_fwkgXhTEAvFRC-KdpfqOZXoUNN2KIWIkjtvxh82Xs73SypST0rBhfbLFUboqvP211rd9V6qW4ECip9bKP-8H9ORTbf4WHXd6E47PZEADDFXytN2U40GovQm8LjuW4gyhysvz3iJUzfY2M6U6BDXtLY_H6uxuQC8hJCqWXfIYvZCqsz9c6zNTAKsjzMnpKVIIhOVNkGhT0IDp1W3KyO4F1GSDhRgXiD0oQemHFCeRnYDok8U1WknGnPArWxXks3X1XEOmKLFizU-VxKSN1SnFNAGo5J9Xk.amteZnACE5F_OqKj3CKypvM88_-41XSxp5_guvLnvdA&dib_tag=se&keywords=%E3%82%B7%E3%83%A3%E3%83%B3%E3%83%97%E3%83%BC&qid=1773736554&sr=8-7,シャンプー,2026-03-17 17:36:22.829857
amazon,,Amazon.jp: Amazon Mastercard (アマゾン マスターカード) 最大2%ポイント還元,,,,,,https://www.amazon.co.jp/dp/B08P4CFBK6/ref=zen_swm_point&plattr=JPZENSWMPOINT/?_encoding=UTF8&ref_=nav_swm_cbcc_swm_cls_hs&pf_rd_p=68c5a208-c42a-4616-84e1-8aa69252b6e0&pf_rd_s=nav-sitewide-msg&pf_rd_t=4201&pf_rd_i=navbar-4201&pf_rd_m=A1VC38T7YXB528&pf_rd_r=WCN1ZGDX4CMBDBJR8BXK,洗濯洗剤,2026-03-17 17:36:25.638317
amazon,B07VV4F1H9,トップ 【業務用 大容量】 クリアリキッド 抗菌 4kg 洗濯洗剤 詰め替え 蛍光剤無配合 部屋干し 洗剤 液体,1453.0,"￥1,453",在庫あり。在庫状況について,5.0,5650.0,https://www.amazon.co.jp/%E3%80%90%E6%A5%AD%E5%8B%99%E7%94%A8-%E5%A4%A7%E5%AE%B9%E9%87%8F%E3%80%91%E3%83%88%E3%83%83%E3%83%97-%E3%82%AF%E3%83%AA%E3%82%A2%E3%83%AA%E3%82%AD%E3%83%83%E3%83%89-%E6%8A%97%E8%8F%8C-%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4/dp/B07VV4F1H9/ref=sr_1_1?dib=eyJ2IjoiMSJ9.2o_nVQm-fQod24c07d9Gr4RekP-Pz_K2t8PVoSUqZjjlc4BtYVyRxWhEfePeRTVIQM7GwJ863ouEfHK1hHi_vaNDsmezIsa8lc5q8p85eGD2O1pO_GekmnYcTr9imUJNUTTAv-KlHSujIGN5s0hTuAzXbYED57OnzgVAKElvZ1XW69RIQkN7fPYQ6jN2dzZvU69H1rhrNgLzP3PMEp_SDXQbSc7VWYA48VWI-iTfxWiFqaDB3jfaydYl4gJqx3PcAWs1z2kf_1oSUfHUUUlZmqv6ZXLIzuQlv9ARKDs03p8.IDZnteArLP0DxFD-v8BW9ywYB7T5uGdqNbRpVwmjHNs&dib_tag=se&keywords=%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4&qid=1773736558&sr=8-1,洗濯洗剤,2026-03-17 17:36:30.104439
amazon,B07VV4F1H9,トップ 【業務用 大容量】 クリアリキッド 抗菌 4kg 洗濯洗剤 詰め替え 蛍光剤無配合 部屋干し 洗剤 液体,1453.0,"￥1,453",在庫あり。在庫状況について,5.0,5650.0,https://www.amazon.co.jp/%E3%80%90%E6%A5%AD%E5%8B%99%E7%94%A8-%E5%A4%A7%E5%AE%B9%E9%87%8F%E3%80%91%E3%83%88%E3%83%83%E3%83%97-%E3%82%AF%E3%83%AA%E3%82%A2%E3%83%AA%E3%82%AD%E3%83%83%E3%83%89-%E6%8A%97%E8%8F%8C-%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4/dp/B07VV4F1H9/ref=vo_sr_l_dp?dib=eyJ2IjoiMSJ9.2o_nVQm-fQod24c07d9Gr4RekP-Pz_K2t8PVoSUqZjjlc4BtYVyRxWhEfePeRTVIQM7GwJ863ouEfHK1hHi_vaNDsmezIsa8lc5q8p85eGD2O1pO_GekmnYcTr9imUJNUTTAv-KlHSujIGN5s0hTuAzXbYED57OnzgVAKElvZ1XW69RIQkN7fPYQ6jN2dzZvU69H1rhrNgLzP3PMEp_SDXQbSc7VWYA48VWI-iTfxWiFqaDB3jfaydYl4gJqx3PcAWs1z2kf_1oSUfHUUUlZmqv6ZXLIzuQlv9ARKDs03p8.IDZnteArLP0DxFD-v8BW9ywYB7T5uGdqNbRpVwmjHNs&dib_tag=se&keywords=%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4&qid=1773736558&sr=8-1,洗濯洗剤,2026-03-17 17:36:34.037250
amazon,B07VV4F1H9,トップ 【業務用 大容量】 クリアリキッド 抗菌 4kg 洗濯洗剤 詰め替え 蛍光剤無配合 部屋干し 洗剤 液体,1453.0,"￥1,453",在庫あり。在庫状況について,5.0,5650.0,https://www.amazon.co.jp/%E3%80%90%E6%A5%AD%E5%8B%99%E7%94%A8-%E5%A4%A7%E5%AE%B9%E9%87%8F%E3%80%91%E3%83%88%E3%83%83%E3%83%97-%E3%82%AF%E3%83%AA%E3%82%A2%E3%83%AA%E3%82%AD%E3%83%83%E3%83%89-%E6%8A%97%E8%8F%8C-%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4/dp/B07VV4F1H9/ref=sr_1_1?dib=eyJ2IjoiMSJ9.2o_nVQm-fQod24c07d9Gr4RekP-Pz_K2t8PVoSUqZjjlc4BtYVyRxWhEfePeRTVIQM7GwJ863ouEfHK1hHi_vaNDsmezIsa8lc5q8p85eGD2O1pO_GekmnYcTr9imUJNUTTAv-KlHSujIGN5s0hTuAzXbYED57OnzgVAKElvZ1XW69RIQkN7fPYQ6jN2dzZvU69H1rhrNgLzP3PMEp_SDXQbSc7VWYA48VWI-iTfxWiFqaDB3jfaydYl4gJqx3PcAWs1z2kf_1oSUfHUUUlZmqv6ZXLIzuQlv9ARKDs03p8.IDZnteArLP0DxFD-v8BW9ywYB7T5uGdqNbRpVwmjHNs&dib_tag=se&keywords=%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4&qid=1773736558&sr=8-1#customerReviews,洗濯洗剤,2026-03-17 17:36:37.918303
amazon,B0FFN2QHZG,アタック 【大容量】抗菌EX 部屋干し用 高湿度90%密集干しでも天日干し級に強力消臭 洗濯洗剤 液体 つめかえ用2380ｇ,1300.0,"￥1,300",在庫あり。在庫状況について,5.0,985.0,https://www.amazon.co.jp/%E3%82%A2%E3%82%BF%E3%83%83%E3%82%AF-%E3%80%90%E5%A4%A7%E5%AE%B9%E9%87%8F%E3%80%91%E6%8A%97%E8%8F%8CEX-%E9%83%A8%E5%B1%8B%E5%B9%B2%E3%81%97%E7%94%A8-%E9%AB%98%E6%B9%BF%E5%BA%A690-%E5%AF%86%E9%9B%86%E5%B9%B2%E3%81%97%E3%81%A7%E3%82%82%E5%A4%A9%E6%97%A5%E5%B9%B2%E3%81%97%E7%B4%9A%E3%81%AB%E5%BC%B7%E5%8A%9B%E6%B6%88%E8%87%AD-%E3%81%A4%E3%82%81%E3%81%8B%E3%81%88%E7%94%A82380%EF%BD%87/dp/B0FFN2QHZG/ref=sr_1_2?dib=eyJ2IjoiMSJ9.2o_nVQm-fQod24c07d9Gr4RekP-Pz_K2t8PVoSUqZjjlc4BtYVyRxWhEfePeRTVIQM7GwJ863ouEfHK1hHi_vaNDsmezIsa8lc5q8p85eGD2O1pO_GekmnYcTr9imUJNUTTAv-KlHSujIGN5s0hTuAzXbYED57OnzgVAKElvZ1XW69RIQkN7fPYQ6jN2dzZvU69H1rhrNgLzP3PMEp_SDXQbSc7VWYA48VWI-iTfxWiFqaDB3jfaydYl4gJqx3PcAWs1z2kf_1oSUfHUUUlZmqv6ZXLIzuQlv9ARKDs03p8.IDZnteArLP0DxFD-v8BW9ywYB7T5uGdqNbRpVwmjHNs&dib_tag=se&keywords=%E6%B4%97%E6%BF%AF%E6%B4%97%E5%89%A4&qid=1773736558&sr=8-2,洗濯洗剤,2026-03-17 17:36:42.354697
